,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,new_addition
87,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000000,2021-10-13 12:50:56.440000,2021-09-20 21:59:20.000000,195,40.0,195.0,1708,2021-09-23 01:45:02.000000,0.12.2,44.0,87.0,31,True,444.0,conda-forge/voluptuous,voluptuous,,1291340.0,6342.0,4118.0,https://pypi.org/project/voluptuous,2021-09-23 01:45:02.000000,2224.0,1289123.0,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440000,144168.0,2.0,,,,,,,,,,,,
88,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000000,2021-11-25 05:43:55.000000,2021-11-25 05:43:55.000000,204,6.0,236.0,1547,2021-11-24 12:22:39.000000,1.0.3,16.0,70.0,31,True,,conda-forge/msgpack-python,msgpack,877.0,14366840.0,57788.0,55158.0,https://pypi.org/project/msgpack,2021-11-24 12:22:39.000000,2630.0,14276161.0,https://anaconda.org/conda-forge/msgpack-python,2021-11-24 16:47:44.267000,5530378.0,2.0,,,,,,,,,,,,
89,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000000,2021-11-08 09:43:12.000000,2020-05-12 22:01:13.000000,142,47.0,63.0,1484,2020-05-12 22:03:45.000000,0.10.0,24.0,22.0,31,False,526.0,conda-forge/jmespath,jmespath,,97091974.0,12390.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000000,12390.0,96986567.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174000,6851485.0,3.0,,,,,,,,,,,,
90,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000000,2021-12-19 12:48:17.000000,2021-12-17 19:31:44.000000,159,35.0,141.0,1222,2021-12-17 19:33:00.000000,5.7.0,62.0,59.0,31,True,857.0,conda-forge/deepdiff,deepdiff,,5629469.0,3480.0,2664.0,https://pypi.org/project/deepdiff,2021-12-17 19:33:00.000000,816.0,5628069.0,https://anaconda.org/conda-forge/deepdiff,2021-12-17 22:25:12.630000,70046.0,1.0,,,,,,,,,,,,
91,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000000,2021-12-28 10:24:53.479000,2021-12-22 15:26:02.000000,121,12.0,187.0,1177,2021-12-21 20:27:26.000000,5.0.0,40.0,7.0,31,True,236.0,conda-forge/cachetools,cachetools,,49959997.0,4436.0,,https://pypi.org/project/cachetools,2021-12-21 20:27:26.000000,4436.0,49898210.0,https://anaconda.org/conda-forge/cachetools,2021-12-28 10:24:53.479000,3830812.0,1.0,,,,,,,,,,,,
92,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000000,2021-12-20 03:48:46.000000,2021-11-29 10:58:12.000000,121,73.0,142.0,1090,2021-09-14 07:30:48.000000,2.0.0,35.0,48.0,31,True,403.0,conda-forge/cloudpickle,cloudpickle,19.0,22373900.0,49719.0,45617.0,https://pypi.org/project/cloudpickle,2021-09-10 10:52:14.000000,4102.0,22285710.0,https://anaconda.org/conda-forge/cloudpickle,2021-09-10 11:30:24.587000,6085137.0,2.0,,,,,,,,,,,,
93,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000000,2021-12-29 08:55:33.000000,2021-12-29 08:54:31.000000,261,198.0,162.0,863,2021-12-21 13:12:52.000000,0.38.1,208.0,102.0,31,True,1260.0,conda-forge/sqlalchemy-utils,sqlalchemy-utils,,2496800.0,16113.0,12763.0,https://pypi.org/project/sqlalchemy-utils,2021-12-29 08:55:33.000000,3350.0,2491278.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-12-15 04:58:01.393000,347894.0,2.0,,,,,,,,,,,,
94,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000000,2021-10-23 17:38:39.000000,2021-01-28 08:29:20.000000,78,43.0,54.0,825,2020-05-11 08:18:45.000000,1.4.4,8.0,33.0,31,True,220.0,conda-forge/appdirs,appdirs,,11289923.0,173994.0,148408.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000000,25586.0,11226417.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692000,4381978.0,2.0,,,,,,,,,,,,
95,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000000,2021-12-15 16:07:03.805000,2021-10-25 18:31:13.000000,172,87.0,154.0,460,2021-10-25 18:32:18.000000,5.1.1,27.0,103.0,31,True,,conda-forge/traitlets,traitlets,,17716240.0,221221.0,193197.0,https://pypi.org/project/traitlets,2021-12-15 16:07:03.805000,28024.0,17578429.0,https://anaconda.org/conda-forge/traitlets,2021-10-26 15:03:58.781000,9371188.0,2.0,,,,,,,,,,,,
96,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000000,2021-12-28 23:10:41.000000,2021-12-28 23:10:40.000000,69,10.0,115.0,273,2021-10-03 20:29:00.000000,5.2.0,125.0,39.0,31,True,1010.0,conda-forge/multidict,multidict,2224.0,41782942.0,5340.0,,https://pypi.org/project/multidict,2021-10-03 20:27:04.000000,5340.0,41720039.0,https://anaconda.org/conda-forge/multidict,2021-11-04 10:04:49.712000,3457847.0,1.0,,,,,,,,,,,,
97,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000000,2021-12-22 20:05:37.000000,2021-10-15 02:00:03.000000,105,28.0,119.0,242,2020-07-28 14:18:17.000000,1.4.0,31.0,35.0,31,True,762.0,conda-forge/asn1crypto,asn1crypto,,17548763.0,97811.0,84307.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000000,13504.0,17433740.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748000,6211281.0,2.0,,,,,,,,,,,,
98,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000000,2021-12-15 13:43:01.484000,2020-03-21 18:06:04.000000,85,51.0,63.0,196,2019-11-16 17:27:13.000000,0.4.8,35.0,16.0,31,False,970.0,conda-forge/pyasn1,pyasn1,,96321532.0,193104.0,164810.0,https://pypi.org/project/pyasn1,2021-12-15 13:43:01.484000,28294.0,96237724.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143000,5363764.0,2.0,,,,,,,,,,,,
99,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000000,2021-12-15 15:41:17.138000,2021-12-13 00:29:29.000000,41,13.0,18.0,105,2021-12-13 20:28:29.000000,0.6.1,16.0,23.0,31,True,177.0,conda-forge/isodate,isodate,,35624581.0,20988.0,17334.0,https://pypi.org/project/isodate,2021-12-13 20:28:29.000000,3654.0,35604993.0,https://anaconda.org/conda-forge/isodate,2021-12-15 15:41:17.138000,1351600.0,3.0,,,,,,,,,,,,
100,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000000,2021-10-11 06:26:38.000000,2021-10-11 06:26:24.000000,315,49.0,91.0,5678,2021-05-17 01:20:20.000000,21.0.0,50.0,72.0,30,True,1498.0,conda-forge/boltons,boltons,23.0,1335800.0,2383.0,1891.0,https://pypi.org/project/boltons,2021-05-17 01:20:20.000000,492.0,1327824.0,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359000,534411.0,2.0,,,,,,,,,,,,
101,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000000,2021-12-24 14:36:30.000000,2021-12-22 19:11:14.000000,260,209.0,229.0,4646,2020-07-24 18:17:05.000000,2.1.2,52.0,70.0,30,True,709.0,conda-forge/pendulum,pendulum,,6716916.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000000,1080.0,6709284.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850000,412138.0,3.0,,,,,,,,,,,,
102,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000000,2021-12-20 13:00:13.000000,2021-12-17 15:27:00.000000,340,43.0,265.0,3514,2021-12-20 13:00:13.000000,5.1.0,29.0,76.0,30,True,,,ujson,,12723644.0,6556.0,,https://pypi.org/project/ujson,2021-12-20 13:00:13.000000,6556.0,12723644.0,,,,3.0,,,,,,,,,,,,
103,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000000,2021-10-20 12:35:21.000000,2021-10-04 13:31:42.000000,183,58.0,126.0,3492,2021-07-12 09:36:20.000000,8.0.1,46.0,68.0,30,True,437.0,conda-forge/tenacity,tenacity,,18656081.0,792.0,,https://pypi.org/project/tenacity,2021-07-12 09:36:20.000000,792.0,18628724.0,https://anaconda.org/conda-forge/tenacity,2021-07-12 11:46:30.889000,1504676.0,2.0,,,,,,,,,,,,
104,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluent's Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000000,2021-12-21 03:04:41.000000,2021-09-30 06:19:02.000000,686,219.0,658.0,2587,2021-05-12 18:03:02.000000,1.7.0,23.0,83.0,30,True,729.0,,confluent-kafka,,4442826.0,3391.0,3089.0,https://pypi.org/project/confluent-kafka,2021-05-12 17:29:33.000000,302.0,4442826.0,,,,2.0,,,,,,,,,,,,
105,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000000,2021-12-28 13:28:48.000000,2021-11-23 00:59:32.000000,968,242.0,1376.0,2582,2021-04-23 19:48:21.000000,3.4.0,37.0,195.0,30,True,2296.0,,netmiko,,108493.0,2298.0,1948.0,https://pypi.org/project/netmiko,2021-04-23 19:31:42.000000,350.0,108493.0,,,,3.0,,,,,,,,,,,,
106,plumbum,tomerfiliba/plumbum,Plumbum: Shell Combinators.,,infrastructure,https://github.com/tomerfiliba/plumbum,https://github.com/tomerfiliba/plumbum,MIT,2012-04-27 08:51:34.000000,2021-12-28 17:31:29.000000,2021-12-28 17:31:26.000000,169,118.0,214.0,2314,2021-12-23 19:57:40.000000,1.7.2,25.0,101.0,30,True,1191.0,conda-forge/plumbum,plumbum,,1275572.0,620.0,,https://pypi.org/project/plumbum,2021-12-23 19:58:48.000000,620.0,1264803.0,https://anaconda.org/conda-forge/plumbum,2021-12-23 22:31:56.509000,646197.0,3.0,,,,,,,,,,,,
107,smart-open,RaRe-Technologies/smart_open,"Utils for streaming large files (S3, HDFS, gzip, bz2...).",,data-loading,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,MIT,2015-01-02 13:05:52.000000,2021-12-02 04:55:04.000000,2021-12-02 04:55:04.000000,299,66.0,272.0,2311,2021-08-28 11:06:50.000000,5.2.1,51.0,89.0,30,True,955.0,,smart-open,,16510532.0,640.0,,https://pypi.org/project/smart-open,2021-08-28 11:06:50.000000,640.0,16510532.0,,,,2.0,,,,,,,,,,,,
108,xlwings,xlwings/xlwings,xlwings is a BSD-licensed Python library that makes it easy to call Python from Excel and vice versa. It works with..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000000,2021-12-30 11:52:57.000000,2021-12-21 09:21:31.000000,392,326.0,1089.0,2187,2021-12-16 14:27:49.000000,0.25.3,112.0,56.0,30,True,,conda-forge/xlwings,xlwings,27637.0,653918.0,21350.0,20246.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000000,1104.0,646274.0,https://anaconda.org/conda-forge/xlwings,2021-12-17 08:09:12.262000,386873.0,2.0,,,,,,,,,,,,
109,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000000,2021-12-20 17:40:22.000000,2021-11-18 15:59:43.000000,192,86.0,237.0,2098,2021-09-09 20:04:05.000000,3.1.7,76.0,75.0,30,True,572.0,conda-forge/dynaconf,dynaconf,,875753.0,2154.0,2062.0,https://pypi.org/project/dynaconf,2021-09-09 20:03:56.000000,92.0,875380.0,https://anaconda.org/conda-forge/dynaconf,2021-09-13 09:10:11.640000,5235.0,2.0,,,,,,,,,,,,
110,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000000,2021-12-12 01:37:08.000000,2021-12-11 12:47:47.000000,144,8.0,65.0,1994,2021-09-30 20:51:47.000000,3.5,9.0,29.0,30,True,173.0,conda-forge/python-decouple,python-decouple,5.0,548488.0,60051.0,54027.0,https://pypi.org/project/python-decouple,2021-09-30 20:45:49.000000,6024.0,547819.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790000,34120.0,2.0,,,,,,,,,,,,
111,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000000,2021-12-15 17:33:03.283000,2021-11-27 15:05:37.000000,127,41.0,39.0,1755,2021-11-27 15:05:27.000000,0.8.0,11.0,23.0,30,True,169.0,conda-forge/aiofiles,aiofiles,,3904124.0,1560.0,,https://pypi.org/project/aiofiles,2021-11-27 15:05:27.000000,1560.0,3900277.0,https://anaconda.org/conda-forge/aiofiles,2021-12-15 17:33:03.283000,192375.0,2.0,,,,,,,,,,,,
112,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000000,2021-11-29 12:40:18.000000,2021-09-09 00:50:11.000000,494,137.0,375.0,1563,2020-11-11 21:23:41.000000,5.3.1,54.0,138.0,30,True,969.0,conda-forge/influxdb,influxdb,,1442288.0,7146.0,5036.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000000,2110.0,1441082.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949000,24133.0,2.0,,,,,,,,,,,,
113,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000000,2021-12-26 10:20:36.000000,2021-09-03 12:01:30.000000,196,97.0,243.0,1512,2021-07-21 12:13:54.000000,0.48.8,212.0,89.0,30,True,1016.0,,pypika,,846273.0,1031.0,993.0,https://pypi.org/project/pypika,2021-07-21 12:13:54.000000,38.0,846273.0,,,,2.0,,,,,,,,,,,,
114,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000000,2021-12-15 19:56:22.000000,2021-12-15 19:56:22.000000,155,24.0,58.0,1510,2021-11-29 22:04:35.000000,3.13.1,34.0,62.0,30,True,483.0,conda-forge/humanize,humanize,,1944404.0,2904.0,,https://pypi.org/project/humanize,2021-11-29 22:03:47.000000,2904.0,1941316.0,https://anaconda.org/conda-forge/humanize,2021-11-30 04:10:12.048000,203824.0,2.0,,,,,,,,,,,,
115,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495000,2021-12-21 19:27:34.000000,2021-12-21 19:27:01.000000,126,85.0,758.0,1180,2021-11-11 15:56:07.000000,rel_1_7_5,99.0,141.0,30,True,,conda-forge/alembic,alembic,,21465503.0,110715.0,89263.0,https://pypi.org/project/alembic,2021-11-11 15:56:02.000000,21452.0,21449058.0,https://anaconda.org/conda-forge/alembic,2021-11-11 18:47:56.302000,1068935.0,2.0,,,,,,,,,,,,
116,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000000,2021-05-25 18:11:56.000000,2021-05-12 17:25:01.000000,88,1.0,50.0,1146,2021-05-05 23:39:30.000000,5.0.2,37.0,29.0,30,True,214.0,conda-forge/python-slugify,python-slugify,,3819053.0,27428.0,23104.0,https://pypi.org/project/python-slugify,2021-05-05 23:39:30.000000,4324.0,3808891.0,https://anaconda.org/conda-forge/python-slugify,2021-05-06 02:25:34.618000,640255.0,2.0,,,,,,,,,,,,
117,typing,python/typing,Python static typing home. Contains the source for typing_extensions and the documentation. Also hosts a user help..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000000,2021-12-22 16:08:42.000000,2021-12-22 16:08:42.000000,177,86.0,552.0,1095,2019-06-19 22:31:20.000000,3.7.4,16.0,76.0,30,True,605.0,conda-forge/typing,typing,,7138886.0,8434.0,,https://pypi.org/project/typing,2021-05-01 18:03:55.000000,8434.0,7127447.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905000,789329.0,2.0,,,,,,,,,,,,
118,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000000,2021-12-15 05:25:12.713000,2021-11-20 15:22:15.000000,163,145.0,246.0,908,2020-01-25 14:40:31.000000,0.10.9,27.0,31.0,30,True,755.0,conda-forge/py4j,py4j,,18245350.0,9313.0,8231.0,https://pypi.org/project/py4j,2021-11-20 15:28:27.000000,1082.0,18226473.0,https://anaconda.org/conda-forge/py4j,2021-12-15 05:25:12.713000,1208170.0,2.0,,,,,,,,,,,,
119,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000000,2021-11-30 18:48:08.000000,2021-11-30 18:48:08.000000,104,41.0,101.0,711,2021-08-25 16:25:59.000000,1.0.0,18.0,40.0,30,True,,conda-forge/pluggy,pluggy,,30282958.0,18818.0,,https://pypi.org/project/pluggy,2021-08-25 16:25:59.000000,18818.0,30129998.0,https://anaconda.org/conda-forge/pluggy,2021-11-02 06:17:54.658000,8565770.0,2.0,,,,,,,,,,,,
120,cached-property,pydanny/cached-property,A decorator for caching properties in classes.,,caching,https://github.com/pydanny/cached-property,https://github.com/pydanny/cached-property,BSD-3-Clause,2014-05-17 22:42:24.000000,2021-12-07 22:18:54.000000,2020-10-21 17:48:31.000000,66,35.0,24.0,624,2020-09-21 21:24:10.000000,1.5.2,17.0,23.0,30,False,219.0,conda-forge/cached-property,cached-property,,13609337.0,24528.0,21834.0,https://pypi.org/project/cached-property,2020-09-21 18:39:25.000000,2694.0,13582704.0,https://anaconda.org/conda-forge/cached-property,2021-03-08 13:20:13.927000,1518098.0,2.0,,,,,,,,,,,,
121,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000000,2021-11-11 07:45:34.000000,2021-11-11 07:45:31.000000,100,97.0,32.0,542,2020-12-18 10:27:27.000000,0.18.2,36.0,38.0,30,True,226.0,conda-forge/validators,validators,,3334885.0,30869.0,28983.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000000,1886.0,3332586.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348000,57481.0,3.0,,,,,,,,,,,,
122,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000000,2021-11-15 15:21:38.000000,2021-09-28 20:21:42.000000,36,11.0,20.0,262,2020-06-23 16:10:28.000000,0.2.5,17.0,11.0,30,True,223.0,conda-forge/wcwidth,wcwidth,,16989162.0,259515.0,234181.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000000,25334.0,16872278.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691000,8415677.0,2.0,,,,,,,,,,,,
123,csvkit,wireservice/csvkit,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",,data-loading,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000000,2021-10-08 18:06:14.000000,2021-10-08 18:06:12.000000,558,66.0,771.0,4812,2021-07-13 21:14:14.000000,1.0.6,34.0,100.0,29,True,1767.0,conda-forge/csvkit,csvkit,,52195.0,1674.0,972.0,https://pypi.org/project/csvkit,2021-07-13 21:14:14.000000,702.0,51180.0,https://anaconda.org/conda-forge/csvkit,2021-07-13 23:18:29.990000,57868.0,2.0,,,,,,,,,,,,
124,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000000,2021-12-16 10:12:08.000000,2021-12-16 10:10:24.000000,277,11.0,254.0,4114,2021-12-16 10:12:08.000000,1.5.2,55.0,76.0,29,True,700.0,,dataset,,76080.0,3216.0,2188.0,https://pypi.org/project/dataset,2021-12-16 10:12:08.000000,1028.0,76080.0,,,,2.0,,,,,,,,,,,,
125,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000000,2021-12-13 13:52:43.000000,2021-12-13 13:52:39.000000,461,11.0,382.0,4097,2021-10-04 15:39:13.000000,0.8.10,44.0,70.0,29,True,916.0,conda-forge/transitions,transitions,,177665.0,2410.0,2058.0,https://pypi.org/project/transitions,2021-10-04 15:32:32.000000,352.0,174012.0,https://anaconda.org/conda-forge/transitions,2021-10-04 20:08:49.407000,109596.0,1.0,,,,,,,,,,,,
126,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000000,2021-12-21 14:09:40.657000,2021-12-20 05:32:41.000000,120,5.0,62.0,2698,2018-06-30 04:16:20.000000,1.10.3,49.0,29.0,29,True,954.0,conda-forge/funcy,funcy,,727822.0,4885.0,4023.0,https://pypi.org/project/funcy,2021-12-20 05:36:31.000000,862.0,725009.0,https://anaconda.org/conda-forge/funcy,2021-12-21 14:09:40.657000,165972.0,2.0,,,,,,,,,,,,
127,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000000,2021-12-17 05:19:28.000000,2021-11-09 22:05:23.000000,321,290.0,170.0,2698,2020-03-23 21:47:05.000000,0.13.5,35.0,34.0,29,True,761.0,,keyboard,,177078.0,5508.0,5224.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000000,284.0,177078.0,,,,3.0,,,,,,,,,,,,
128,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000000,2021-12-18 18:37:39.252000,2021-12-05 16:37:24.000000,95,21.0,170.0,2657,2021-12-05 17:07:39.000000,3.6.5,74.0,13.0,29,True,440.0,conda-forge/orjson,orjson,,2218774.0,5746.0,5718.0,https://pypi.org/project/orjson,2021-12-05 17:07:39.000000,28.0,2205748.0,https://anaconda.org/conda-forge/orjson,2021-12-18 18:37:39.252000,260529.0,3.0,,,,,,,,,,,,
129,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000000,2021-12-10 10:23:50.000000,2021-12-03 08:42:58.000000,177,96.0,164.0,2622,2021-10-10 10:43:43.000000,0.5.3,34.0,39.0,29,True,295.0,conda-forge/databases,databases,,147020.0,3417.0,3357.0,https://pypi.org/project/databases,2021-10-10 10:43:43.000000,60.0,143329.0,https://anaconda.org/conda-forge/databases,2021-11-15 07:51:22.902000,125523.0,2.0,,,,,,,,,,,,
130,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000000,2021-08-23 19:39:00.000000,2021-08-17 21:08:10.000000,296,107.0,236.0,2462,2021-08-17 21:16:54.000000,2.1.1,24.0,119.0,29,True,1420.0,conda-forge/schematics,schematics,,154167.0,1655.0,1043.0,https://pypi.org/project/schematics,2021-08-17 21:16:54.000000,612.0,153387.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920000,22632.0,3.0,,,,,,,,,,,,
